Object Name,Object Classification,Epoch (TDB),Orbit Axis (AU),Orbit Eccentricity,Orbit Inclination (deg),Perihelion Argument (deg),Node Longitude (deg),Mean Anomoly (deg),Perihelion Distance (AU),Aphelion Distance (AU),Orbital Period (yr),Minimum Orbit Intersection Distance (AU),Orbital Reference,Asteroid Magnitude
(2005 VP118),Apollo Asteroid,57800,2.0974,0.7022,19.3023,123.2365,111.068,238.0059,0.6247,3.57,3.04,0.1439,11,18.9
(2005 WA),Apollo Asteroid,57800,1.1219,0.2277,8.1608,113.2247,227.8577,218.5555,0.8664,1.38,1.19,0.0076,11,23.9
(2005 WC),Apollo Asteroid,57800,1.0773,0.4433,1.7417,133.6704,31.701,323.9475,0.5997,1.55,1.12,0.0139,6,25.2
(2005 WD),Apollo Asteroid (Hazard),57800,2.3054,0.5624,26.1374,160.7052,227.746,83.8609,1.0088,3.6,3.5,0.0385,15,21.9
(2005 WF),Amor Asteroid,57800,1.7764,0.421,21.3274,356.9138,58.0794,269.8515,1.0285,2.52,2.37,0.0416,6,23.7
(2005 WX),Apollo Asteroid,57800,1.5978,0.3767,4.3999,180.4559,241.9499,203.5536,0.996,2.2,2.02,0.0094,8,26.9
(2005 WY),Apollo Asteroid,57800,1.7901,0.4757,0.5726,222.7808,235.9952,235.7355,0.9385,2.64,2.4,0.0019,7,27.1
(2005 WZ),Amor Asteroid,57800,2.4106,0.5565,7.6732,359.6408,38.3338,5.5826,1.069,3.75,3.74,0.077,9,22.8
(2005 WA1),Apollo Asteroid (Hazard),57800,2.0075,0.5848,10.9324,241.6846,247.2546,324.2155,0.8335,3.18,2.84,0.0213,24,21.6
(2005 WY1),Apollo Asteroid,53697,2.315,0.5785,13.8993,33.2325,51.3343,354.1437,0.9758,3.65,3.52,0.0382,6,23
(2005 WC2),Amor Asteroid,57800,2.4832,0.514,6.9073,221.4724,236.5931,299.9141,1.2069,3.76,3.91,0.2384,13,22.4
(2005 WR2),Apollo Asteroid,57800,1.5317,0.5463,7.8486,49.6135,282.3404,8.1023,0.695,2.37,1.9,0.0751,28,19.3
(2005 WM3),Apollo Asteroid,57800,2.672,0.6207,1.2303,190.3185,240.1407,204.0481,1.0135,4.33,4.37,0.0284,6,27.7
(2005 WN3),Apollo Asteroid,57800,2.6877,0.7458,0.2833,255.4222,240.5714,186.5774,0.6833,4.69,4.41,0.0001,5,29.9
(2005 WO3),Apollo Asteroid,53700,1.5565,0.3485,22.6754,312.3017,64.198,23.5945,1.0141,2.1,1.94,0.1055,6,23.5
(2005 WP3),Amor Asteroid,53700,2.2929,0.5541,4.7782,353.43,62.8698,1.948,1.0225,3.56,3.47,0.0353,6,24.9
(2005 WQ3),Apollo Asteroid,53700,1.744,0.627,11.079,269.4476,63.1124,23.7344,0.6505,2.84,2.3,0.0112,6,24.3
(2005 WR3),Apollo Asteroid,53704,1.2971,0.2941,34.2492,265.7094,65.9715,63.4067,0.9157,1.68,1.48,0.1267,11,21.3
(2005 WS3),Aten Asteroid,57800,0.6716,0.5755,23.0672,176.0664,69.4007,334.55,0.2851,1.06,0.55,0.0658,30,21.2
(2005 WF4),Amor Asteroid,57800,1.5095,0.2329,15.9603,21.6228,58.3766,5.794,1.158,1.86,1.85,0.1826,7,22.8
(2005 WG4),Apollo Asteroid,53701,2.4394,0.6021,10.3485,309.3186,63.6627,11.418,0.9706,3.91,3.81,0.0697,6,24.9
(2005 WH4),Amor Asteroid,57800,2.2232,0.4917,22.1819,17.3397,72.9492,128.9616,1.1301,3.32,3.31,0.1583,26,20.4
(2005 WR54),Amor Asteroid,57800,1.9433,0.4077,14.7805,325.9982,73.4498,66.7209,1.151,2.74,2.71,0.1953,27,19.1
(2005 WE55),Amor Asteroid,57800,1.7413,0.3977,23.5138,87.4837,63.195,274.8408,1.0488,2.43,2.3,0.3132,8,21.6
(2005 WF55),Apollo Asteroid,57800,1.5022,0.3254,2.2617,181.9957,244.8084,32.9667,1.0135,1.99,1.84,0.0275,9,26.3
(2005 WY55),Apollo Asteroid (Hazard),57800,2.4885,0.7206,7.2744,286.1975,248.1838,289.0726,0.6952,4.28,3.93,0.0038,31,20.7
(2005 WZ55),Amor Asteroid,57800,1.7195,0.3902,8.4895,165.3114,249.4967,356.7365,1.0486,2.39,2.25,0.0673,11,24.4
(2005 WK56),Apollo Asteroid,57800,1.6214,0.3928,5.3478,321.6414,76.4659,167.0893,0.9846,2.26,2.06,0.0319,28,22.6
(2005 WF57),Amor Asteroid,57800,2.6484,0.5833,10.8965,306.8064,60.2278,226.277,1.1037,4.19,4.31,0.1729,14,19.1
(2005 WG57),Apollo Asteroid,57800,1.7966,0.4925,0.4264,212.348,161.6013,253.4537,0.9117,2.68,2.41,0.0017,18,23.6
(2005 WP57),Amor Asteroid,57800,1.8579,0.4106,10.5654,183.6338,252.4165,153.3452,1.0951,2.62,2.53,0.1107,11,23.4
(2005 XA),Apollo Asteroid,57800,2.5502,0.6572,5.4949,45.7512,69.309,260.934,0.8743,4.23,4.07,0.0024,11,26.3
(2005 XC),Apollo Asteroid,57800,2.2853,0.5604,3.6419,189.4268,215.6923,94.859,1.0047,3.57,3.45,0.0156,15,22.7
(2005 XN),Amor Asteroid,53708,1.7566,0.4177,21.1418,335.9455,71.8871,9.5484,1.0228,2.49,2.33,0.0604,7,24.3
(2005 XX),Apollo Asteroid,57800,2.3141,0.5949,0.9512,227.0969,236.0464,62.8876,0.9374,3.69,3.52,0.0049,7,26.8
(2005 XY),Amor Asteroid,57800,2.157,0.4115,39.6235,81.1847,279.4988,244.3898,1.2694,3.04,3.17,0.55,16,18.8
(2005 XB1),Apollo Asteroid,57800,1.1311,0.4187,8.7079,232.8636,73.3636,190.5523,0.6575,1.6,1.2,0.0708,18,22
(2005 XC1),Amor Asteroid,53710,2.5069,0.5935,13.0025,349.6807,79.2368,1.2006,1.0191,3.99,3.97,0.0389,9,23.9
(2005 XK4),Apollo Asteroid,53709,1.3531,0.6053,8.6269,69.6307,250.6298,39.3313,0.5341,2.17,1.57,0.0198,5,24.5
(2005 XL4),Amor Asteroid,57800,2.844,0.567,10.3625,8.2682,74.211,118.9636,1.2313,4.46,4.8,0.2485,7,22.8
(2005 XN4),Apollo Asteroid,57800,1.8776,0.5816,58.046,93.5711,70.7196,95.611,0.7857,2.97,2.57,0.1524,15,19.8
(2005 XO4),Apollo Asteroid,53715,2.2918,0.5961,2.3661,179.6798,297.0039,350.4162,0.9255,3.66,3.47,0.0219,10,22.2
(2005 XW4),Apollo Asteroid,53719,1.0393,0.7109,18.3016,145.3853,73.1935,303.9533,0.3005,1.78,1.06,0.0681,13,21.4
(2005 XX4),Apollo Asteroid,53711,1.7527,0.453,22.289,149.0592,251.9909,11.7183,0.9587,2.55,2.32,0.016,5,24.3
(2005 XY4),Apollo Asteroid,57800,1.0564,0.5983,1.9092,143.3962,163.1094,168.8271,0.4243,1.69,1.09,0.0119,8,23.5
(2005 XZ7),Aten Asteroid,53713,0.9676,0.3202,32.6062,238.5043,75.7025,87.3031,0.6578,1.28,0.95,0.0486,9,24.2
(2005 XA8),Apollo Asteroid,57800,1.4184,0.4371,5.3498,111.2931,254.1028,254.3948,0.7984,2.04,1.69,0.0014,10,25.7
(2005 XN27),Apollo Asteroid,53714,2.4191,0.6362,0.296,169.5188,215.5483,10.31,0.88,3.96,3.76,0.0028,7,24.5
(2005 XO66),Apollo Asteroid,57800,1.6646,0.4435,1.205,188.3541,297.1587,56.8535,0.9263,2.4,2.15,0.0095,8,24.6
(2005 XP66),Amor Asteroid,57800,2.791,0.5835,2.9255,274.2537,215.1544,127.1511,1.1626,4.42,4.66,0.1858,21,20.1
(2005 XT77),Aten Asteroid (Hazard),57800,0.841,0.2663,17.2194,149.9306,84.8208,38.2233,0.6171,1.06,0.77,0.0272,25,21.2
(2005 XW77),Amor Asteroid,57800,1.6159,0.3556,16.4386,100.0841,268.7587,200.3369,1.0412,2.19,2.05,0.2207,20,20.7
(2005 XX77),Apollo Asteroid,57800,1.5267,0.3463,5.717,329.8442,79.2478,349.1486,0.998,2.06,1.89,0.0326,9,23.9
(2005 YC),Amor Asteroid,57800,3.2409,0.6112,24.2036,123.526,296.4682,336.4418,1.26,5.22,5.83,0.4029,20,18.5
(2005 YD),Apollo Asteroid,53729,1.6527,0.4257,4.7837,314.148,90.7009,18.5418,0.9492,2.36,2.12,0.0219,10,24.5
(2005 YK),Apollo Asteroid,57800,1.0618,0.3078,5.63,80.4081,269.5635,136.7098,0.7349,1.39,1.09,0.0086,6,26.9
(2005 YY1),Apollo Asteroid,57800,1.1641,0.2524,8.342,279.2112,84.0599,15.9489,0.8703,1.46,1.26,0.0327,10,23.1
(2005 YN3),Amor Asteroid,57800,1.7705,0.363,36.4193,85.7523,276.9737,306.6021,1.1278,2.41,2.36,0.399,14,19.3
(2005 YO3),Aten Asteroid,57800,0.7597,0.373,12.7948,20.1087,274.2625,75.5724,0.4763,1.04,0.66,0.0168,8,25.1
(2005 YR3),Aten Asteroid,57800,0.8199,0.2735,3.2808,218.0242,75.2752,164.4575,0.5957,1.04,0.74,0.0047,24,23.1
(2005 YU3),Apollo Asteroid (Hazard),57800,2.5543,0.8414,3.0242,341.4415,2.5372,275.7273,0.4051,4.7,4.08,0.0428,19,19.8
(2005 YS8),Apollo Asteroid (Hazard),57800,1.6959,0.5294,17.3718,298.3494,56.3461,44.8272,0.7982,2.59,2.21,0.0075,8,20
(2005 YT8),Amor Asteroid,57800,2.5397,0.593,10.932,165.7636,283.0908,268.9921,1.0337,4.05,4.05,0.0582,24,21.6
(2005 YU8),Apollo Asteroid,53733,2.009,0.5419,4.0279,237.2927,279.2976,343.6669,0.9204,3.1,2.85,0.0249,12,23.7
(2005 YY36),Amor Asteroid,57800,1.8937,0.3947,4.6067,214.2699,275.1362,92.1458,1.1462,2.64,2.61,0.168,24,19.5
(2005 YA37),Apollo Asteroid,57800,1.2801,0.2278,2.24,88.7123,93.0844,183.2607,0.9885,1.57,1.45,0.0356,16,22.3
(2005 YP55),Amor Asteroid,57800,2.2848,0.4371,6.9418,267.6071,105.2814,119.8535,1.2862,3.28,3.45,0.318,13,19
(2005 YT55),Amor Asteroid,57800,2.2535,0.4586,2.2997,11.6423,141.3465,88.1841,1.2199,3.29,3.38,0.2308,33,20.6
(2005 YV55),Amor Asteroid,57800,1.9584,0.392,5.9293,308.2454,126.654,33.8523,1.1908,2.73,2.74,0.2234,25,20.2
(2005 YW93),Amor Asteroid,57800,2.6427,0.5481,13.537,140.6152,183.7368,226.8715,1.1942,4.09,4.3,0.2275,13,19.3
(2005 YQ96),Aten Asteroid (Hazard),57800,0.7434,0.3336,22.2245,340.1099,282.696,329.0938,0.4954,0.99,0.64,0.0187,30,20.4
(2005 YL128),Apollo Asteroid,57800,1.3549,0.4474,18.4435,309.2457,280.8628,303.1075,0.7488,1.96,1.58,0.1262,18,20.8
(2005 YN128),Apollo Asteroid,53737,1.6591,0.4422,2.5735,117.5931,284.9939,21.7203,0.9255,2.39,2.14,0.019,7,24.1
(2005 YO128),Aten Asteroid,57800,0.821,0.2965,15.5788,328.4097,281.7463,214.5166,0.5776,1.06,0.74,0.0147,9,24.6
(2005 YT128),Amor Asteroid,57800,2.6149,0.5715,27.2388,115.2816,294.029,240.8511,1.1206,4.11,4.23,0.3197,13,20.8
(2005 YU128),Aten Asteroid,57800,0.7716,0.3219,7.7512,189.9591,100.6594,310.7877,0.5232,1.02,0.68,0.023,7,25.3
(2005 YX128),Apollo Asteroid,57800,2.1739,0.7352,4.4759,315.9048,260.0734,148.0795,0.5756,3.77,3.21,0.0562,27,18.8
(2005 YS165),Amor Asteroid,57800,1.9686,0.4444,33.9855,10.2684,86.1297,358.3015,1.0938,2.84,2.76,0.1152,35,17.4
(2006 AD),Apollo Asteroid,57800,1.0484,0.49,54.9855,87.2969,120.3837,41.1316,0.5347,1.56,1.07,0.1737,27,16.7
(2006 AN),Apollo Asteroid,57800,1.0942,0.2205,7.4068,273.4245,277.6155,194.6856,0.8529,1.34,1.14,0.0058,13,24.3
(2006 AX),Amor Asteroid,57800,1.2896,0.1415,11.6681,232.8345,280.5257,176.1507,1.1071,1.47,1.46,0.1626,8,23.9
(2006 AR2),Apollo Asteroid,57800,1.4884,0.4179,29.9689,287.4733,278.1971,345.9916,0.8663,2.11,1.82,0.0612,35,19.8
(2006 AV2),Amor Asteroid,57800,2.4083,0.4799,6.0148,184.5702,304.2587,344.265,1.2526,3.56,3.74,0.2679,25,20.6
(2006 AB3),Apollo Asteroid,57800,1.7134,0.4102,8.4167,189.5402,285.0038,339.4723,1.0105,2.42,2.24,0.0304,7,26.8
(2006 AC3),Apollo Asteroid,53743,2.3451,0.5736,3.0575,322.6745,108.737,8.5715,0.9999,3.69,3.59,0.032,8,24.2
(2006 AL3),Amor Asteroid,57800,1.3773,0.1266,13.6634,144.7557,319.0388,323.0441,1.203,1.55,1.62,0.2355,32,19.9
(2006 AP3),Amor Asteroid,57800,1.7216,0.3727,9.9912,172.3494,289.7505,333.3974,1.0801,2.36,2.26,0.0984,10,23.8
(2006 AQ3),Apollo Asteroid,57800,2.4529,0.6344,22.8088,269.5794,290.1543,301.7009,0.8967,4.01,3.84,0.2283,11,21.5
(2006 AR3),Apollo Asteroid (Hazard),57800,2.4625,0.6399,4.7496,40.2411,12.8243,327.4095,0.8868,4.04,3.86,0.0063,24,20.6
(2006 AS3),Apollo Asteroid,57800,1.3377,0.3299,13.4051,245.4889,289.1935,29.0676,0.8964,1.78,1.55,0.0433,7,24.7
(2006 AT3),Amor Asteroid,53744,2.2945,0.5341,14.8121,178.7434,288.2326,0.4235,1.0689,3.52,3.48,0.0856,8,24.4
(2006 AU3),Apollo Asteroid,57800,2.2673,0.5656,1.4173,0.016,114.7072,89.0204,0.9848,3.55,3.41,0.0014,6,26.3
(2006 AF4),Amor Asteroid,53747,2.2928,0.5499,6.7029,132.2376,296.1442,11.3553,1.032,3.55,3.47,0.0881,10,23.8
(2006 AG4),Amor Asteroid,57800,2.5423,0.5276,5.6248,339.6667,107.4847,270.5101,1.201,3.88,4.05,0.2205,8,23.1
(2006 AH4),Apollo Asteroid,53744,1.9243,0.4718,0.6656,208.6785,279.3143,353.9513,1.0163,2.83,2.67,0.0321,6,26.3
(2006 AJ4),Amor Asteroid,57800,1.4653,0.1173,18.4326,256.2402,115.0386,186.6909,1.2933,1.64,1.77,0.3658,9,21.1
(2006 AK4),Apollo Asteroid,53746,2.6493,0.6317,8.5179,114.8734,298.6409,12.6709,0.9758,4.32,4.31,0.0969,8,23.2
(2006 AL4),Amor Asteroid,57800,2.519,0.5907,2.7662,28.29,102.9832,274.3482,1.031,4.01,4,0.0511,9,24.8
(2006 AM4),Aten Asteroid (Hazard),57800,0.9822,0.6492,4.1343,139.7679,123.2087,61.9054,0.3446,1.62,0.97,0.0112,48,21.8
(2006 AN4),Amor Asteroid,57800,2.0066,0.4709,9.58,53.3032,119.6528,305.5091,1.0616,2.95,2.84,0.133,26,20.6
(2006 AL8),Apollo Asteroid,57800,3.3397,0.8869,35.8488,65.817,312.0418,304.2778,0.3777,6.3,6.1,0.055,29,18.4
(2006 AM8),Apollo Asteroid,57800,1.8705,0.795,10.1718,188.5224,57.1153,92.6051,0.3835,3.36,2.56,0.151,16,19.5
(2006 AN8),Amor Asteroid,53745,1.4947,0.2256,3.6553,171.0811,303.1376,357.6917,1.1576,1.83,1.83,0.1742,5,24.4
(2006 AW44),Amor Asteroid,57800,2.4841,0.5629,8.6589,0.9055,108.6421,299.2074,1.0858,3.88,3.92,0.1027,10,23.4
(2006 AX44),Amor Asteroid,57800,1.5773,0.3016,2.2941,22.6544,111.1104,204.478,1.1016,2.05,1.98,0.1172,11,24.8
(2006 BA),Apollo Asteroid,57800,1.1206,0.218,3.5476,250.7913,298.5828,73.5014,0.8763,1.36,1.19,0.0037,7,27.6
(2006 BC),Apollo Asteroid,57800,1.4061,0.8273,18.097,281.391,320.8781,204.2195,0.2428,2.57,1.67,0.1483,15,19.1
(2006 BF),Apollo Asteroid,57800,1.4708,0.3903,5.0019,322.2617,101.8057,99.0997,0.8968,2.04,1.78,0.0123,12,23.6
(2006 BH),Amor Asteroid,57800,3.2382,0.6453,31.0845,249.2006,306.1196,310.7094,1.1487,5.33,5.83,0.3924,15,18.3
(2006 BO6),Amor Asteroid,57800,2.8744,0.6448,9.429,152.6497,294.7984,103.0454,1.0209,4.73,4.87,0.0627,9,22.5
(2006 BP6),Apollo Asteroid,57800,2.3948,0.5955,18.7351,88.7333,106.9396,337.5656,0.9688,3.82,3.71,0.248,14,20.7
(2006 BO7),Apollo Asteroid,57800,1.4359,0.4035,0.3417,247.9922,294.7959,129.5401,0.8565,2.02,1.72,0.0011,5,29.3
(2006 BP7),Apollo Asteroid,57800,2.3331,0.5822,4.844,111.3466,326.1383,47.6331,0.9747,3.69,3.56,0.0636,9,23.3
(2006 BQ7),Apollo Asteroid,53759,1.348,0.2579,4.9818,155.0596,302.1452,15.6659,1.0004,1.7,1.57,0.0282,7,26.5
(2006 BU7),Amor Asteroid,57800,1.1757,0.1075,8.2506,348.3643,121.8572,254.9317,1.0492,1.3,1.27,0.0671,7,26.3
(2006 BW7),Apollo Asteroid,53760,1.4779,0.4096,1.3715,116.9518,305.4887,27.0047,0.8726,2.08,1.8,0.0044,7,26.5
(2006 BX7),Apollo Asteroid,57800,1.1394,0.2821,4.8987,77.5068,313.29,94.6982,0.8179,1.46,1.22,0.0081,8,24.6
(2006 BY7),Amor Asteroid,57800,1.8754,0.4553,3.1767,162.3929,302.6813,117.161,1.0216,2.73,2.57,0.0414,8,25.9
(2006 BA8),Amor Asteroid,53762,1.8394,0.3692,9.3033,177.3071,305.0314,2.5926,1.1603,2.52,2.49,0.176,10,24.1
(2006 BB8),Apollo Asteroid,57800,1.6382,0.4405,7.3374,313.118,121.5062,119.0332,0.9166,2.36,2.1,0.0149,8,24.5
(2006 BC8),Apollo Asteroid,57800,1.2273,0.4318,6.896,91.1787,303.3429,91.8809,0.6973,1.76,1.36,0.0015,16,25.1
(2006 BL8),Apollo Asteroid,57800,1.1237,0.2986,12.2084,92.5155,121.1777,50.4604,0.7882,1.46,1.19,0.0028,10,24.7
(2006 BM8),Apollo Asteroid,57800,1.5424,0.5307,5.1971,281.886,121.7661,304.7594,0.7239,2.36,1.92,0.0029,13,25.3
(2006 BY8),Apollo Asteroid,53760,2.4788,0.6771,2.6808,121.8344,301.2816,10.3581,0.8005,4.16,3.9,0.0006,7,26.6
(2006 BA9),Aten Asteroid,57800,0.9124,0.3662,8.3214,25.6285,305.8707,19.8311,0.5783,1.25,0.87,0.0724,16,22.7
(2006 BB9),Apollo Asteroid,53762,2.6862,0.6732,6.7033,132.2914,302.3461,8.6255,0.8779,4.49,4.4,0.009,11,25.8
(2006 BN26),Apollo Asteroid,57800,1.9967,0.5102,1.5805,266.7737,178.3611,342.8495,0.9779,3.02,2.82,0.0261,10,23.5
(2006 BX26),Amor Asteroid,53762,2.2351,0.4868,6.7836,326.1529,121.9949,12.3407,1.147,3.32,3.34,0.1756,8,23.4
(2006 BV39),Apollo Asteroid,57800,1.1457,0.2717,0.741,74.8143,127.292,322.7227,0.8344,1.46,1.23,0.0003,7,29.1
(2006 BW39),Apollo Asteroid,57800,1.9714,0.537,5.7645,227.6795,307.7665,343.5602,0.9128,3.03,2.77,0.0154,11,23.7
(2006 BX39),Apollo Asteroid (Hazard),57800,1.9022,0.6363,14.3403,79.44,140.1775,55.3492,0.6918,3.11,2.62,0.0109,19,21.4
(2006 BD55),Apollo Asteroid,53762,1.3988,0.3576,12.8866,286.3902,122.1905,39.765,0.8986,1.9,1.65,0.0735,6,24.5
(2006 BE55),Apollo Asteroid (Hazard),57800,1.1958,0.4245,2.4247,125.9269,125.7043,94.6259,0.6882,1.7,1.31,0.0237,22,21.9
(2006 BF55),Amor Asteroid,57800,1.6967,0.3926,3.3548,172.1683,306.6418,5.2038,1.0305,2.36,2.21,0.0472,8,25.7
(2006 BJ55),Apollo Asteroid,57800,1.0284,0.1284,5.9094,288.7913,307.456,126.1316,0.8964,1.16,1.04,0.0269,9,24.2
(2006 BL55),Apollo Asteroid,53764,1.4615,0.3121,3.9014,25.065,130.8524,348.2712,1.0054,1.92,1.77,0.0277,6,24.3
(2006 BM55),Apollo Asteroid,53765,2.5904,0.7442,1.9771,258.0152,313.793,348.4376,0.6627,4.52,4.17,0.0008,12,23
(2006 BN55),Apollo Asteroid,57800,1.8713,0.5543,18.6761,291.5528,125.4246,134.0585,0.8341,2.91,2.56,0.0563,24,19.8
(2006 BO55),Amor Asteroid,57800,1.5015,0.2519,24.4564,253.8687,288.5011,312.6443,1.1232,1.88,1.84,0.2851,7,20.2
(2006 BF56),Apollo Asteroid,57800,2.3406,0.799,0.9615,102.6142,125.2445,12.6345,0.4704,4.21,3.58,0.0007,7,29.6
(2006 BR98),Apollo Asteroid,57800,1.197,0.162,10.0174,7.3109,129.8395,150.9499,1.0031,1.39,1.31,0.0191,8,26.7
(2006 BF99),Apollo Asteroid,53764,1.2637,0.378,41.9159,85.4317,307.173,51.4881,0.7861,1.74,1.42,0.0303,5,23.9
(2006 BG99),Apollo Asteroid,57800,1.4131,0.2867,4.6821,330.1715,131.3909,224.903,1.008,1.82,1.68,0.0384,7,25.7
(2006 BH99),Apollo Asteroid,57800,1.6509,0.6019,4.0298,84.259,130.7664,51.1736,0.6572,2.64,2.12,0.001,8,27.2
(2006 BX139),Amor Asteroid,57800,1.9585,0.3776,5.6603,34.3221,112.1715,10.4015,1.219,2.7,2.74,0.239,20,20
(2006 BP147),Apollo Asteroid,53766,1.2874,0.2405,5.6007,123.0566,310.8124,36.2631,0.9777,1.6,1.46,0.047,5,26.5
(2006 BX147),Aten Asteroid (Hazard),53767,0.7872,0.6782,11.587,201.6919,141.0341,84.1914,0.2533,1.32,0.7,0.0381,8,21.49
(2006 BZ147),Apollo Asteroid,57800,1.0234,0.0986,1.4099,94.8357,139.8317,146.4914,0.9226,1.12,1.04,0.0016,11,25.4
(2006 CD),Amor Asteroid,53768,1.8707,0.4332,9.0142,298.0077,105.3214,29.1148,1.0603,2.68,2.56,0.1424,5,20.5
(2006 CF),Apollo Asteroid (Hazard),57800,2.2908,0.6818,4.6594,267.7627,112.7931,100.7591,0.7288,3.85,3.47,0.0219,31,20.3
(2006 CK),Apollo Asteroid,57800,1.0832,0.2144,5.1713,264.5393,310.884,226.3979,0.8509,1.32,1.13,0.0106,5,25.8
(2006 CL),Apollo Asteroid,57800,1.6627,0.4125,8.1458,151.7775,312.9454,64.7926,0.9769,2.35,2.14,0.0201,6,25.4
(2006 CT),Apollo Asteroid,55600,1.0975,0.2309,2.7353,82.6395,285.6862,241.1059,0.8441,1.35,1.15,0.0018,37,22.2
(2006 CU),Apollo Asteroid (Hazard),57800,1.5097,0.4538,3.7927,253.0784,148.8633,22.0893,0.8245,2.19,1.86,0.0087,12,21.7
(2006 CW),Amor Asteroid,57800,2.2301,0.4901,6.5067,42.2164,144.4384,96.6487,1.1372,3.32,3.33,0.1598,38,22.4
(2006 CL9),Amor Asteroid,57800,1.3461,0.2367,2.936,9.9767,139.3075,12.9992,1.0275,1.66,1.56,0.0402,28,22.8
(2006 CT9),Apollo Asteroid,57800,1.1942,0.6753,34.7915,148.9827,134.5442,84.0394,0.3877,2,1.31,0.247,10,20.4
(2006 CV9),Amor Asteroid,57800,2.7277,0.5285,19.5729,32.9978,116.5756,161.185,1.2861,4.17,4.51,0.3371,32,19.1
(2006 CW9),Apollo Asteroid,57800,1.3036,0.2697,20.8761,318.51,135.3029,171.3103,0.9519,1.66,1.49,0.0184,7,24.4
(2006 CF10),Apollo Asteroid,53772,1.5246,0.3711,18.9883,311.7194,135.8365,22.2676,0.9588,2.09,1.88,0.0574,5,25.4
(2006 CL10),Apollo Asteroid,57800,1.7065,0.4454,7.6706,90.0625,101.5063,322.2868,0.9464,2.47,2.23,0.1009,15,21.3
(2006 CM10),Apollo Asteroid (Hazard),57800,2.1352,0.7014,18.3148,92.1768,143.1501,172.272,0.6375,3.63,3.12,0.0184,16,21.7
(2006 CN10),Amor Asteroid,57800,2.8008,0.608,1.2374,312.2641,229.4247,118.6639,1.098,4.5,4.69,0.1023,31,21.1
(2006 CT10),Apollo Asteroid (Hazard),57800,2.8855,0.6637,12.9129,30.5168,111.232,87.0725,0.9703,4.8,4.9,0.0325,16,21.2
(2006 CU10),Apollo Asteroid,57800,1.4767,0.4472,49.3127,130.5598,146.2938,325.2655,0.8164,2.14,1.79,0.0904,16,19.9
(2006 CY10),Apollo Asteroid (Hazard),57800,1.9592,0.4856,6.7819,167.3468,32.54,348.3711,1.0077,2.91,2.74,0.0095,24,20.5
(2006 DL),Apollo Asteroid,53789,2.4884,0.7436,4.8517,93.3607,324.6026,14.0123,0.638,4.34,3.93,0.0094,11,22.5
(2006 DM),Amor Asteroid,57800,1.3551,0.212,7.0721,177.7818,333.9504,347.1588,1.0679,1.64,1.58,0.0786,9,24.1
(2006 DN),Apollo Asteroid,57800,1.3806,0.2761,0.2662,101.1921,96.6225,252.3736,0.9994,1.76,1.62,0.0043,23,24.5
(2006 DU),Apollo Asteroid,57800,1.9879,0.4947,4.1455,21.9369,151.7213,323.884,1.0046,2.97,2.8,0.0233,6,24.7
(2006 DV),Apollo Asteroid,57800,1.9565,0.6146,54.7548,93.9556,164.2781,339.643,0.7541,3.16,2.74,0.1282,14,19.6
(2006 DX),Apollo Asteroid,57800,1.1438,0.1679,6.2863,83.2949,331.1617,72.5652,0.9518,1.34,1.22,0.0477,11,24.4
(2006 DY),Apollo Asteroid,57800,2.3208,0.5717,21.986,257.9751,162.3746,74.4977,0.9941,3.65,3.54,0.2352,35,18.4
(2006 DZ),Amor Asteroid,57800,2.2969,0.4392,23.8822,151.4229,343.0728,63.428,1.2881,3.31,3.48,0.3294,11,21
(2006 DA1),Apollo Asteroid,53788,1.5697,0.4837,26.6478,248.5146,333.9382,335.1393,0.8104,2.33,1.97,0.0241,5,24.8
(2006 DB1),Amor Asteroid,57800,2.6166,0.5426,9.9469,150.9368,344.9172,219.0174,1.1967,4.04,4.23,0.224,15,20.9
(2006 DD1),Apollo Asteroid,57800,2.2907,0.668,8.3638,64.4473,152.9792,43.9511,0.7604,3.82,3.47,0.0013,7,26.5
(2006 DP11),Apollo Asteroid,57800,1.8597,0.6982,8.5407,31.0432,21.478,144.6517,0.5612,3.16,2.54,0.1218,18,19.5
(2006 DQ14),Apollo Asteroid,57800,1.0277,0.053,6.2966,292.474,155.3242,255.1793,0.9732,1.08,1.04,0.0141,7,27.1
(2006 DR14),Apollo Asteroid,57800,2.4887,0.653,5.8342,136.0309,333.9573,292.2102,0.8636,4.11,3.93,0.0058,6,26.1
(2006 DT14),Apollo Asteroid,57800,1.9116,0.567,8.656,178.4179,78.2318,26.7139,0.8277,3,2.64,0.1256,18,19.7
(2006 DD42),Amor Asteroid,57800,1.9895,0.4382,4.7452,171.1566,335.7716,332.3715,1.1178,2.86,2.81,0.1301,8,23.9
(2006 DO62),Apollo Asteroid,53790,1.8777,0.5002,1.4279,215.5606,334.904,349.3485,0.9385,2.82,2.57,0.0013,5,28.5
(2006 DP62),Apollo Asteroid,53793,1.5228,0.6745,5.4611,97.6208,299.9207,41.1095,0.4957,2.55,1.88,0.0138,7,22.1
(2006 DQ62),Apollo Asteroid,57800,2.1134,0.6998,5.897,6.5937,218.1827,191.9673,0.6344,3.59,3.07,0.098,22,19.5
(2006 DR62),Amor Asteroid,53792,1.9693,0.4472,6.0781,345.5686,154.652,5.4828,1.0887,2.85,2.76,0.104,5,25.3
